Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-033612,2020-07,07/30/2020 03:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3660,BATES ST,3, , ,3660,BATES,890012.1,996284.7
20-033608,2020-07,07/30/2020 03:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2213,S 10TH ST,21, , ,2213,10TH,903808.4,1009454
20-033611,2020-07,07/30/2020 04:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2916,OHIO AVE,30, , ,2916,OHIO,898545.1,1007817
20-033710,2020-07,07/30/2020 05:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ADELAIDE AVE / I 70 WESTBOUND,66, , ,4014,UNION,902696.4,1036466
20-033614,2020-07,07/30/2020 05:34,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / PARNELL S,60, , , , ,903275.5,1028580
20-034377,2020-07,07/30/2020 06:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2236,INDIANA AVE,23, , ,2236,INDIANA,900015.3,1010598
20-033762,2020-07,07/30/2020 07:30,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3955,JAMIESON AVE,9, , ,3955,JAMIESON,874576.9,1004939
20-033633,2020-07,07/30/2020 07:35,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4008,CHIPPEWA ST,16,BURGER KING, , , ,890314.4,1003447
20-033637,2020-07,07/30/2020 07:37,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / I 55 NORTHBOUND,18, , ,6600,VIRGINIA,901868,1004449
20-033651,2020-07,07/30/2020 08:03,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,6432,PRESCOTT AVE,79,FAIRFIELD PROCESSING CORP., ,6432,PRESCOTT,900411.6,1039611
20-033623,2020-07,07/30/2020 08:07,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 64 EASTBOUND / MCCAUSLAND AV,44, ,ALIAS EB 40/MCCAUSLAND AVE CITY, , ,875494.5,1018201
20-033677,2020-07,07/30/2020 08:30,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4338,EVANS AVE,58, , ,4338,EVANS,893086.4,1027262
20-033799,2020-07,07/30/2020 09:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",310,N 15TH ST,36, , , , ,905455.4,1018670
20-033840,2020-07,07/30/2020 09:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,CONVENTION PZ / N TUCKER BLVD,35, , , , ,906992.1,1019584
20-033639,2020-07,07/30/2020 09:18,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3200,SAINT VINCENT AVE,31, , ,3200,SAINT VINCENT,896883.9,1014347
20-033659,2020-07,07/30/2020 09:18,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3659,DUNNICA AVE,16, , ,3659,DUNNICA,892586.6,1003000
20-033640,2020-07,07/30/2020 09:34,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3510,GRAVOIS AVE,19, , ,3510,GRAVOIS,893829.8,1004925
20-033643,2020-07,07/30/2020 09:40,Y, , ,1, , 42011,4,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3110,N PRAIRIE AVE,59, , ,3110,PRAIRIE,899464,1029203
20-033720,2020-07,07/30/2020 10:00,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5838,PAGE BLVD,48, ,APT 1N,5838,PAGE,881818.7,1031968
20-034150,2020-07,07/30/2020 10:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,6951,ALABAMA AVE,1, , ,6951,ALABAMA,889050.1,991020.9
20-033649,2020-07,07/30/2020 10:22,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,BRANCH ST / I 70 EASTBOUND,65, ,ALIAS EB 70/BRANCH ST CITY, , ,907167.1,1027712
20-033652,2020-07,07/30/2020 10:50,Y, , ,1, , 71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,4936,FYLER AVE,14, , ,4936,FYLER,885403.3,1007262
20-034029,2020-07,07/30/2020 11:00,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,2840,LEMP AVE,22, ,PARKED IN STREET,919,JEFFERSON,901160.5,1007427
20-033671,2020-07,07/30/2020 11:01,Y, , ,1, , 63601,4,"LARCENY-SHOPLIFT $500 - $24,999",3140,OLIVE ST,37,BP, ,3140,OLIVE,898657.9,1020260
20-033658,2020-07,07/30/2020 11:07,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4525,RIVERVIEW BLVD,70, , ,4525,RIVERVIEW,888787.8,1040950
20-033655,2020-07,07/30/2020 11:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5327,RUSKIN AVE,71, , ,5327,RUSKIN,893647,1040601
20-033660,2020-07,07/30/2020 11:20,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8880,N BROADWAY,74,SPEEDIE GAS, , , ,897929.1,1053370
20-033667,2020-07,07/30/2020 11:59,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3941,MERAMEC ST,16, , ,4014,GUSTINE,891021.9,1002073
20-033862,2020-07,07/30/2020 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3020,WISCONSIN AVE,22, , ,1947,ARSENAL,900397.1,1007084
20-033690,2020-07,07/30/2020 12:00,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3600,SALENA ST,18, , ,3430,GRAND,900095.8,1003263
20-034358,2020-07,07/30/2020 12:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,0,ARSENAL ST / BRANNON AVE,13, , , , ,884202,1009473
20-033670,2020-07,07/30/2020 12:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / PELHAM AVE,74, , , , ,897205,1048623
20-033679,2020-07,07/30/2020 12:50,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2709,LOCUST ST,37, ,APT 3J,2709,LOCUST,901206.8,1020167
20-033693,2020-07,07/30/2020 13:02,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,1400,N GRAND BLVD,59,WALGREENS, ,1400,GRAND,898337.4,1024456
20-033684,2020-07,07/30/2020 13:05,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2807,ARSENAL ST,30, ,1ST FL,2807,ARSENAL,897651.2,1007623
20-033827,2020-07,07/30/2020 13:30,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3701,LINDELL BLVD,77, , ,3701,LINDELL,895417.8,1021428
20-033703,2020-07,07/30/2020 13:30,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,547,W DAVIS ST,2, , ,542,DAVIS,886631.2,988016.4
20-033692,2020-07,07/30/2020 13:48,Y, , ,1, , 38311,4,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL,0,S 11TH ST / CLARK AVE,35, , , , ,906647.1,1016539
20-033864,2020-07,07/30/2020 14:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2838,DALTON AVE,13, , ,2838,DALTON,881654.9,1010353
20-033694,2020-07,07/30/2020 14:05,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 64 EASTBOUND / S JEFFERSON A,36, , , , ,900777.1,1017276
20-033697,2020-07,07/30/2020 14:15,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5501,FINKMAN ST,6, , , , ,880521.2,998948.8
20-033702,2020-07,07/30/2020 14:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,2727,N KINGSHIGHWAY BLVD,52,COVENANT HOUSE,OUTSIDE ON MAFFITT JUST WEST OF KING,2727,KINGSHIGHWAY,889447.5,1032841
20-033705,2020-07,07/30/2020 14:52,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,0,FOREST PARK AVE / S KINGSHIGHW,38, , , , ,887198.4,1021913
20-033708,2020-07,07/30/2020 15:45,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4617,CHIPPEWA ST,15,OFFICE DEPOT, ,4617,KINGSHIGHWAY,885890.1,1004417
20-033893,2020-07,07/30/2020 16:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4343,S COMPTON AVE,16, , ,4300,COMPTON,894293.6,999182.4
20-033865,2020-07,07/30/2020 16:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5100,NORTHLAND AVE,52, , ,5100,NORTHLAND,888792,1032798
20-033717,2020-07,07/30/2020 16:35,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3202,S KINGSHIGHWAY BLVD,15, ,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
20-033859,2020-07,07/30/2020 17:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5818,SELBER CT,50, , ,5818,SELBER,885088.8,1037930
20-033794,2020-07,07/30/2020 17:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3841,POTOMAC ST,15, , ,3841,POTOMAC,891592.8,1005507
20-033724,2020-07,07/30/2020 17:19,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,OLIVE ST / N TUCKER BLVD,35, ,ROADWAY, , ,906638.1,1018315
20-034295,2020-07,07/30/2020 17:20,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,800,EICHELBERGER ST,1, , ,800,EICHELBERGER,892171.3,995878.7
20-033728,2020-07,07/30/2020 17:40,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4709,NEBRASKA AVE,17, , ,4709,NEBRASKA,895248.9,996701.5
20-033727,2020-07,07/30/2020 17:45,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2014,GRAVOIS AVE,22,TIMELESS TECHS, , , ,900929.1,1009834
20-033733,2020-07,07/30/2020 18:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1717,OLIVE,36, , ,1717,OLIVE,0,0
20-033737,2020-07,07/30/2020 18:23,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 55 SOUTHBOUND / I 64 WESTBOU,35, , , , ,908781.9,1014890
20-033740,2020-07,07/30/2020 18:40,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1330,WASHINGTON AVE,36, , ,1330,WASHINGTON,906286.9,1019222
20-033742,2020-07,07/30/2020 18:42,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3644,MONTANA ST,16, ,1ST FLR,3644,MONTANA,892711.3,1001311
20-033734,2020-07,07/30/2020 18:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 12TH ST / RUSSELL BLVD,21, , , , ,903274.8,1010332
20-033912,2020-07,07/30/2020 19:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",918,OLIVE ST,35, , ,918,OLIVE,907524.7,1017960
20-033738,2020-07,07/30/2020 19:04,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6637,BERTHOLD AVE,44,OAK PARK CARE CENTER, ,6637,BERTHOLD,877633.2,1018692
20-033744,2020-07,07/30/2020 19:50,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3304,HUMPHREY ST,25, , ,3304,HUMPHREY,895117.6,1006399
20-033749,2020-07,07/30/2020 19:53,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3205,DAKOTA ST,16, ,1ST FLOOR,3205,DAKOTA,894208,998426.5
20-033752,2020-07,07/30/2020 19:57,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5030,CLAYTON AVE,82,FOREST PARK,STREET, , ,887150.1,1019477
20-033851,2020-07,07/30/2020 20:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3665,HUMPHREY ST,15, , ,3665,HUMPHREY,892997,1006947
20-033745,2020-07,07/30/2020 20:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4370,SWAN AVE,39, , ,4370,SWAN,889002.6,1016706
20-033747,2020-07,07/30/2020 20:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N KINGSHIGHWAY BLVD / NATURAL,55, , , , ,891049,1035207
20-033746,2020-07,07/30/2020 20:05,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5272,BEACON AVE,72, , ,5270,BEACON,892292.2,1042594
20-033751,2020-07,07/30/2020 20:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3926,MERAMEC ST,16, , ,3926,MERAMEC,890927.7,1001847
20-033754,2020-07,07/30/2020 20:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,325,EICHELBERGER ST,17, ,APT B,325,EICHELBERGER,893806.9,995054.5
20-033813,2020-07,07/30/2020 21:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4320,N EUCLID AVE,69, , ,4320,EUCLID,893435.8,1037490
20-033845,2020-07,07/30/2020 21:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",6264,GRAVOIS AVE,4, , , , ,883133.4,997877.9
20-033756,2020-07,07/30/2020 21:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3301,S 7TH ST,21, , ,3301,7TH,902059.1,1005075
20-033871,2020-07,07/30/2020 21:20,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,200,S TUCKER BLVD,35, ,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
20-034048,2020-07,07/30/2020 22:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7830,BANDERO DR,1, , ,7830,BANDERO,886197.3,989867
20-033805,2020-07,07/30/2020 22:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3451,WISCONSIN AVE,18, , ,3451,WISCONSIN,899798.4,1004262
20-033821,2020-07,07/30/2020 22:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",921,LA BEAUME ST,64, , ,921,LA BEAUME,909254.5,1023867
20-033791,2020-07,07/30/2020 22:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",0,N EUCLID AVE / LINDELL BLVD,38, , , , ,888281.1,1023181
20-033761,2020-07,07/30/2020 22:15,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3010,PENNSYLVANIA AVE,25,RESIDENCE,APT A,3010,PENNSYLVANIA,896900.6,1008073
20-033811,2020-07,07/30/2020 22:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3550,S SPRING AVE,15, , ,3550,SPRING,892421.4,1004731
20-033810,2020-07,07/30/2020 22:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,412,ADELAIDE AVE,64,412 EAST ADELAIDE HOLDINGS, ,412,ADELAIDE,903912.1,1037092
20-033789,2020-07,07/30/2020 22:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 16TH ST / LOCUST ST,36, , ,1600,LOCUST,905119.2,1019100
20-033770,2020-07,07/30/2020 23:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1724,S BROADWAY,20,BAR 101, ,1724,BROADWAY,906062.8,1010375
20-033801,2020-07,07/30/2020 23:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2752,ARMAND PL,24, , ,2752,ARMAND,898344.6,1010614
20-033802,2020-07,07/30/2020 23:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3927,POTOMAC ST,15, , ,3927,POTOMAC,891088.6,1005500
20-033760,2020-07,07/30/2020 23:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S GRAND BLVD / GRAVOIS AVE,19,PHILLIPS 66, , , ,893507.8,1004763
20-033763,2020-07,07/30/2020 23:05,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BROWN AVE / UNION BLVD,70, , , , ,890155.2,1037963
20-033764,2020-07,07/30/2020 23:40,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1304,N 9TH ST,62, , ,1304,9TH,908605.4,1021005
20-034010,2020-07,07/31/2020 00:01,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5223,PALM ST,52, , ,5223,PALM,889466.3,1035807
20-033785,2020-07,07/31/2020 00:01,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3919,BATES ST,5, , ,3919,BATES,888565.8,997396.3
20-033793,2020-07,07/31/2020 00:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6001,NORTH POINTE BLVD,73, , ,6001,NORTH POINTE,891675.9,1048090
20-033765,2020-07,07/31/2020 00:01,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,LEE AVE / SHREVE AVE,69, , , , ,893731.8,1035959
20-034323,2020-07,07/31/2020 00:01,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,KINGSHIGHWAY/LEXINGTON,79, , ,7410,HALL,899571.8,1044964
20-033767,2020-07,07/31/2020 00:15,Y, , ,1, , 41014,4,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,1900,PINE ST,36, , , , ,903693.4,1018666
20-033767,2020-07,07/31/2020 00:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1900,PINE ST,36, , , , ,903693.4,1018666
20-033769,2020-07,07/31/2020 00:45,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4664,LEXINGTON AVE,56, , , , ,893501,1033367
20-033769,2020-07,07/31/2020 00:45,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4664,LEXINGTON AVE,56, , , , ,893501,1033367
20-033800,2020-07,07/31/2020 01:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3009,INDIANA AVE,22, , ,3009,INDIANA,899288.9,1007251
20-033774,2020-07,07/31/2020 01:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4700,BIRCHER BLVD,69, , , , ,895152.2,1037234
20-033842,2020-07,07/31/2020 01:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,400,PINE ST,35, , , , ,909303.9,1017205
20-033776,2020-07,07/31/2020 01:39,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4555,NATURAL BRIDGE AVE,69, , ,4555,NATURAL BRIDGE,894148.8,1033653
20-033771,2020-07,07/31/2020 01:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / N KINGSHIGHWA,84, ,ALIAS WB 70/N KINGSHIGHWAY, , ,892836.5,1038855
20-033773,2020-07,07/31/2020 01:42,Y, , ,1, , 41014,6,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,5590,W FLORISSANT AVE,72,NORTHWAY MARKET, , , ,893144.3,1044000
20-033773,2020-07,07/31/2020 01:42,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5590,W FLORISSANT AVE,72,NORTHWAY MARKET, , , ,893144.3,1044000
20-033773,2020-07,07/31/2020 01:42,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5590,W FLORISSANT AVE,72,NORTHWAY MARKET, , , ,893144.3,1044000
20-033777,2020-07,07/31/2020 03:04,Y, , ,1, , 38421,1,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,3732,CARONDELET BLVD,4, ,CITY STREET,3712,CARONDELET,885026.9,990916.6
20-033781,2020-07,07/31/2020 03:30,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4025,ST LOUIS AVE,56, , ,4026,LABADIE,897346.8,1029252
20-033886,2020-07,07/31/2020 05:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4523,CARRIE AVE,69, , ,4523,CARRIE,897273.6,1036484
20-033783,2020-07,07/31/2020 05:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5048,BANCROFT AVE,7, , ,5048,BANCROFT,883240.5,1003652
20-033784,2020-07,07/31/2020 05:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5048,BANCROFT AVE,7, , ,5048,BANCROFT,883240.5,1003652
20-033786,2020-07,07/31/2020 05:15,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4101,GRAVOIS AVE,16,QUICKTRIP, ,4101,GRAVOIS,889849,1003566
20-033885,2020-07,07/31/2020 06:10,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6523,BANCROFT AVE,9, , ,6523,BANCROFT,876569.9,1004715
20-033798,2020-07,07/31/2020 08:23,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 44 W / I 55 N,21, ,HIGHWAY,2723,IVANHOE,0,0
20-033797,2020-07,07/31/2020 08:24,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / SOUTHWES,13, , , , ,886603.8,1011974
20-033841,2020-07,07/31/2020 10:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1601,S JEFFERSON AVE,31,FIT CITY, ,1601,JEFFERSON,899683.5,1013252
20-033817,2020-07,07/31/2020 10:35,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",1514,HAMPTON AVE,41, , ,1514,HAMPTON,880934.9,1016006
20-033822,2020-07,07/31/2020 10:53,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S BROADWAY 3200 / I 55 NORTHBO,18, , , , ,902009.9,1004210
20-033820,2020-07,07/31/2020 11:17,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,HALLS FERRY RD / MCLARAN AVE,74, , , , ,896198.1,1049403
20-033834,2020-07,07/31/2020 11:45,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7835,RIO TINTO PL,1, , ,7835,RIO TINTO,886261,989775.8
20-033826,2020-07,07/31/2020 11:47,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / SHENANDOAH AVE,25, , , , ,894320.9,1010971
20-034045,2020-07,07/31/2020 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,13,WINDERMERE PL,49, , ,13,WINDERMERE,884661.1,1028086
20-034004,2020-07,07/31/2020 12:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5011,HAMPTON AVE,8, , ,5011,HAMPTON,879388.8,1002199
20-034466,2020-07,07/31/2020 12:00,Y, , ,1, ,115100,5,FRAUD-STEALING BY DECEIT/OVER $150,4400,LINDELL BLVD,38, , ,4400,LINDELL,890198.6,1022484
20-034157,2020-07,07/31/2020 12:09,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,801,EDWIN ST,37, , ,801,EDWIN,896783.1,1017933
20-033833,2020-07,07/31/2020 12:23,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3445,OREGON AVE,19, , ,3445,OREGON,896873.1,1004771
20-033836,2020-07,07/31/2020 12:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / SULLIVAN AVE,59, , , , ,900533,1028687
20-033847,2020-07,07/31/2020 13:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,ALABAMA AVE / RIVERCITY BLVD,2, , , , ,0,0
20-033843,2020-07,07/31/2020 13:30,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,MIMIKA AVE / THEKLA AVE,76, ,LOCATION WE MADE CONTACT WITH VICTIM,5724,LILLIAN,889470.4,1045592
20-033854,2020-07,07/31/2020 13:40,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5406,CHIPPEWA ST,7, , ,5406,CHIPPEWA,882038.3,1004482
20-033855,2020-07,07/31/2020 13:50,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,5450,CHRISTY AVE,5, , ,5450,CHRISTY,884477.3,999474.6
20-033857,2020-07,07/31/2020 13:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 64 EASTBOUND / S KINGSHIGHWA,40, , ,915,OLIVE,887218.9,1018721
20-034036,2020-07,07/31/2020 14:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",5592,PERSHING AVE,47, , ,5592,PERSHING,882158.1,1024891
20-033856,2020-07,07/31/2020 14:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2604,S JEFFERSON AVE,22, ,@BANK OF AMERICA - JEFFERSON,2604,JEFFERSON,899479.9,1009167
20-033852,2020-07,07/31/2020 14:13,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,NEBRASKA AVE / UTAH ST,30, , , , ,896923.3,1006061
20-033877,2020-07,07/31/2020 15:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3453,NEBRASKA AVE,19, , ,3453,NEBRASKA,896539.6,1004748
20-033890,2020-07,07/31/2020 15:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5020,VIRGINIA AVE,16, , ,5020,VIRGINIA,893306.3,996220.1
20-033895,2020-07,07/31/2020 15:15,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4326,FAIRVIEW AVE,15, , ,4326,FAIRVIEW,887820.5,1006061
20-033867,2020-07,07/31/2020 15:23,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / S KINGSHIGHWAY BL,15, , , , ,886177,1009211
