Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-033431,2020-07,07/28/2020 19:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",400,S BROADWAY,35,HILTON BALLPARK,HOTEL ROOM ROOM 1511,400,BROADWAY,908420.1,1015664
20-033399,2020-07,07/28/2020 19:19,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / UNION BLV,52, , ,4014,UNION,889230.8,1036273
20-033483,2020-07,07/28/2020 19:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3710,S BROADWAY,18, , ,3710,BROADWAY,898862.6,1002819
20-033451,2020-07,07/28/2020 19:30,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",2211,S GRAND BLVD,27, , ,2211,GRAND,894190.4,1011405
20-033437,2020-07,07/28/2020 19:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
20-033444,2020-07,07/28/2020 19:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",0,MCLARAN AVE / RIVERVIEW BLVD,74, , , , ,894000,1049676
20-033424,2020-07,07/28/2020 19:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BRANNON AVE / WINONA AVE,7, , ,5069,WINONA,883266.9,1004060
20-033419,2020-07,07/28/2020 19:50,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3920,HAMPTON AVE,14,WALGREENS, ,3920,HAMPTON,879176.4,1005385
20-033402,2020-07,07/28/2020 19:59,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,3925,LINDELL BLVD,38, , ,3925,LINDELL,894199,1021580
20-033564,2020-07,07/28/2020 20:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3635,WYOMING ST,15, , ,3635,WYOMING,893340.8,1007242
20-033460,2020-07,07/28/2020 20:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,1183,RIVERVIEW BLVD,74, , ,1183,RIVERVIEW,894652.9,1052224
20-033676,2020-07,07/28/2020 20:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5441,HOLLY HILLS AVE,6, , ,5441,HOLLY HILLS,880883.9,999248.9
20-033406,2020-07,07/28/2020 20:22,Y, , ,1, ,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4500,S BROADWAY,17, , ,4500,BROADWAY,896260.8,997735.4
20-033457,2020-07,07/28/2020 20:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1709,WASHINGTON AVE,36, , ,1709,WASHINGTON,904856.5,1019655
20-033413,2020-07,07/28/2020 21:00,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2100,MAURY AVE,13, ,2100 BLOCK OF MAURY AVE,2151,MAURY,887755.4,1012614
20-033415,2020-07,07/28/2020 21:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,973,CANAAN AVE,74, , ,918,CANAAN,895862.8,1051488
20-033416,2020-07,07/28/2020 21:26,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ILLINOIS AVE / KEOKUK ST,18, , , , ,899198,1001667
20-033417,2020-07,07/28/2020 21:35,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3167,S JEFFERSON AVE,30, , ,3167,JEFFERSON,898775.9,1006368
20-033422,2020-07,07/28/2020 21:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,911,WASHINGTON AVE,35,@BAR- OVER AND UNDER, ,911,WASHINGTON,907862.8,1018911
20-033421,2020-07,07/28/2020 21:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GOODFELLOW BLVD / LILLIAN AVE,76, , , , ,887762.9,1044345
20-033510,2020-07,07/28/2020 22:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3422,LAWN AVE,14, , ,3422,LAWN,885388.7,1006276
20-033475,2020-07,07/28/2020 22:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,872,WALL ST,74, , ,872,WALL,896724,1050863
20-033452,2020-07,07/28/2020 22:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,LUCAS AVE / N TUCKER BLVD,35, , , , ,906896.9,1019243
20-033420,2020-07,07/28/2020 22:06,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4418,ENRIGHT AVE,54, ,RESIDENCE,4418,ENRIGHT,891412.2,1025578
20-033423,2020-07,07/28/2020 22:10,Y, , ,1, ,115200,5,FRAUD-STEALING BY DECEIT/UNDER $150,313,N EUCLID AVE,38,EL BURRO LOCO, ,313,EUCLID,888222.2,1023907
20-033426,2020-07,07/28/2020 22:14,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3718,ROBERT AVE,4, ,VICTIMS RESIDENCE,3718,ROBERT,886415.2,991767.9
20-033426,2020-07,07/28/2020 22:14,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3718,ROBERT AVE,4, ,VICTIMS RESIDENCE,3718,ROBERT,886415.2,991767.9
20-033473,2020-07,07/28/2020 22:30,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4337,JUNIATA ST,15, , ,4337,JUNIATA,888008.3,1008475
20-033461,2020-07,07/28/2020 22:30,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5527,DAGGETT AVE,12, , ,5527,DAGGETT,883005.1,1013920
20-033501,2020-07,07/28/2020 23:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",3841,S GRAND BLVD,16, , ,3841,GRAND,893091,1002774
20-033429,2020-07,07/28/2020 23:07,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4524,S KINGSHIGHWAY BLVD,5,WHITE CASTLE, , , ,884262.8,1002618
20-033427,2020-07,07/28/2020 23:29,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,701,N BROADWAY,35,DRURY INN,DRURY INN,701,BROADWAY,909211,1018825
20-033482,2020-07,07/28/2020 23:45,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3137,S JEFFERSON AVE,22, , ,3137,JEFFERSON,899098.9,1007153
20-033428,2020-07,07/28/2020 23:53,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1,S BROADWAY,35, ,@HOTEL- HILTON AT THE BALL PARK,1,BROADWAY,908726.1,1016735
20-033430,2020-07,07/29/2020 00:34,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3024,S GRAND BLVD,25, , , , ,893961.4,1008729
20-033440,2020-07,07/29/2020 00:50,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 4TH ST / PINE ST,35, , , , ,909303.9,1017205
20-033433,2020-07,07/29/2020 01:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,RIVERVIEW DR / SCRANTON AVE,75, , , , ,902158.3,1056318
20-033505,2020-07,07/29/2020 01:30,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,0,ARKANSAS AVE / MAGNOLIA AVE,25, , , , ,894788,1009686
20-033439,2020-07,07/29/2020 01:50,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,8759,LOWELL ST,74, , ,8757,LOWELL,897924.2,1052327
20-033436,2020-07,07/29/2020 02:01,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4375,CHIPPEWA ST,15, , ,3232,COMPTON,886842.2,1004175
20-033438,2020-07,07/29/2020 02:18,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3199,S GRAND BLVD,15, ,S GRAND / WYOMING,3190,GRAND,893641.3,1007172
20-033441,2020-07,07/29/2020 02:21,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,118,MORGAN ST,35, ,@BIG DADDYS, , ,910499.1,1018622
20-033442,2020-07,07/29/2020 03:02,Y, , ,1, , 52222,3,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,1530,LAFAYETTE AVE,33,WALGREENS,#1101400,1530,LAFAYETTE,903270.1,1012207
20-033445,2020-07,07/29/2020 03:19,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4263,VIRGINIA AVE,16, , ,4263,VIRGINIA,894002.6,999741.6
20-033446,2020-07,07/29/2020 03:45,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,868,WALL ST,74, , ,868,WALL,896758.9,1050859
20-033446,2020-07,07/29/2020 03:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,868,WALL ST,74, , ,868,WALL,896758.9,1050859
20-033446,2020-07,07/29/2020 03:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,868,WALL ST,74, , ,868,WALL,896758.9,1050859
20-033446,2020-07,07/29/2020 03:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,868,WALL ST,74, , ,868,WALL,896758.9,1050859
20-033448,2020-07,07/29/2020 04:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3022,N 21ST ST,60, , ,3022,21ST,905146.4,1027077
20-033450,2020-07,07/29/2020 07:00,Y, , ,1, , 31112,1,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,4227,SCHILLER PL,5, , ,4227,SCHILLER,886777.7,999319.3
20-033458,2020-07,07/29/2020 07:45,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,500,S KINGSHIGHWAY BLVD,38,BARNES JEWISH HOSPITAL EMERGENCY DE, , , ,887196.6,1020593
20-033706,2020-07,07/29/2020 08:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",2211,S GRAND BLVD,27, , ,2211,GRAND,894190.4,1011405
20-033465,2020-07,07/29/2020 08:45,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3291,S KINGSHIGHWAY BLVD,14,QUIK TRIP, ,3291,KINGSHIGHWAY,885690.1,1007605
20-033469,2020-07,07/29/2020 09:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1,S BROADWAY,35,HILTON HOTEL, ,1,BROADWAY,908726.1,1016735
20-033558,2020-07,07/29/2020 09:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3201,CASS AVE,59, , ,3201,CASS,899149.9,1024772
20-033476,2020-07,07/29/2020 09:15,Y, , ,1, , 43015,2,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,2255,S GRAND BLVD,27,SUBWAY, , , ,894126.1,1011007
20-033489,2020-07,07/29/2020 09:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,3560,SCOTT AVE,37, ,@METROLINK - GRAND,410,EUCLID,895862.9,1018182
20-033494,2020-07,07/29/2020 09:25,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,322,ROBERT AVE,2, , , , ,889564.8,989549.6
20-033494,2020-07,07/29/2020 09:25,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,322,ROBERT AVE,2, , , , ,889564.8,989549.6
20-033500,2020-07,07/29/2020 09:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,6155,S GRAND BLVD,1,DOLLAR GENERAL, ,6155,GRAND,889468,994413.8
20-033477,2020-07,07/29/2020 09:57,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,6411,GRAVOIS AVE,6, ,@WALGREENS - GRAVOIS AND HOLLY HILLS,6411,GRAVOIS,882783.4,997934.3
20-033492,2020-07,07/29/2020 10:15,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3529,BINGHAM AVE,16, ,STREET AND COURTYARD,3529,BINGHAM,893494.5,999826.4
20-033488,2020-07,07/29/2020 10:15,Y, , ,1, ,141100,5,DESTRUCTION OF PROPERTY-TAMPERING,12,S EUCLID AVE,38,RE-VOAKED SANDWICHES, ,12,EUCLID,888203.6,1021941
20-033523,2020-07,07/29/2020 10:50,Y, , ,1, , 31211,5,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,280,DE BALIVIERE AVE,47, , ,250,DE BALIVIERE,881588.8,1024998
20-033753,2020-07,07/29/2020 11:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2850,MINNESOTA AVE,25, , ,3021,PESTALOZZI,896652.5,1008731
20-033493,2020-07,07/29/2020 11:10,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",209,E GRAND AVE,64, , ,209,GRAND,904878.5,1034267
20-033490,2020-07,07/29/2020 11:10,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",2310,MCCAUSLAND AVE,10, ,@WALGREENS - MCCAUSLAND AND MANCHEST,2310,MCCAUSLAND,874938.3,1013267
20-033496,2020-07,07/29/2020 12:00,Y, , ,1, , 38311,4,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL,1451,PRESERVATION PL,61, ,APT 2011,1451,PRESERVATION,906523.9,1021998
20-033503,2020-07,07/29/2020 12:25,Y, , ,1, , 69711,2,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,3643,WINNEBAGO ST,15, , ,3643,WINNEBAGO,892864.6,1003990
20-033540,2020-07,07/29/2020 12:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2933,S 18TH ST,22, , ,2933,18TH,901187.1,1006726
20-033502,2020-07,07/29/2020 12:51,Y, , ,1, ,182260,3,DRUGS-POSSESSION/METHAMPHETAMINE,0,S BROADWAY / GASCONADE ST,18, , , , ,898037.7,1000512
20-033546,2020-07,07/29/2020 13:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2001,E OBEAR AVE,66, , ,2001,OBEAR,903207.4,1033400
20-033513,2020-07,07/29/2020 13:15,Y, , ,1, , 31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3123,MORGANFORD RD,15, , ,3123,MORGANFORD,888337.3,1008817
20-033528,2020-07,07/29/2020 13:43,Y, , ,1, , 10000,6,HOMICIDE,5593,FLOY AVE,76, , ,5593,FLOY,889717,1047451
20-033528,2020-07,07/29/2020 13:43,Y, , ,1, , 10000,6,HOMICIDE,5593,FLOY AVE,76, , ,5593,FLOY,889717,1047451
20-033528,2020-07,07/29/2020 13:43,Y, , ,1, , 10000,6,HOMICIDE,5593,FLOY AVE,76, , ,5593,FLOY,889717,1047451
20-033699,2020-07,07/29/2020 14:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5204,PAULIAN PL,52, , ,1910,OLIVE,887179.4,1031247
20-033516,2020-07,07/29/2020 14:04,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2130,HAMPTON AVE,12,DRIVE THROUGH,@WENDYS- HAMPTON, , ,881271.3,1013469
20-033532,2020-07,07/29/2020 14:20,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,940,LOUGHBOROUGH AVE,1, , ,940,LOUGHBOROUGH,888710.9,991871.2
20-033522,2020-07,07/29/2020 14:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / GRAVOIS AVE,19,@WALGREENS, , , ,893507.8,1004763
20-033529,2020-07,07/29/2020 15:07,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1033,MCCAUSLAND AVE,44, , ,1033,MCCAUSLAND,875749.4,1019048
20-033576,2020-07,07/29/2020 15:15,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4583,CLARENCE AVE,68, , ,4583,CLARENCE,898905.7,1036540
20-033534,2020-07,07/29/2020 15:49,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 8TH ST / ALLEN AVE,21, , , , ,904970.5,1010126
20-033588,2020-07,07/29/2020 15:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4901,UNION BLVD,71, , ,4901,UNION,891567.3,1039846
20-033618,2020-07,07/29/2020 16:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1849,S 9TH ST,21, , ,1849,9TH,904602.5,1010654
20-033554,2020-07,07/29/2020 16:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BELLERIVE BLVD / COLORADO AVE,1, , , , ,891363.8,994914.1
20-033547,2020-07,07/29/2020 16:02,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3751,S JEFFERSON AVE,19,MOTO MART, ,3751,JEFFERSON,898162.7,1002525
20-033548,2020-07,07/29/2020 16:15,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5885,HIGHLAND AVE,50, , ,5885,HIGHLAND,883214.8,1035563
20-033669,2020-07,07/29/2020 17:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",1200,ALLEN MARKET LN,21, , ,1200,ALLEN MARKET,903328.2,1010451
20-033642,2020-07,07/29/2020 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2300,CLARK AVE,36, , ,2300,CLARK,901648.3,1017584
20-033663,2020-07,07/29/2020 17:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3614,GASCONADE ST,16, , ,3614,GASCONADE,893055.9,1000912
20-033662,2020-07,07/29/2020 17:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,1533,TAMM AVE,42, , ,1533,TAMM,878893.1,1015431
20-034291,2020-07,07/29/2020 17:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3430,MICHIGAN AVE,19, , ,3430,MICHIGAN,895779.3,1005097
20-033631,2020-07,07/29/2020 17:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2709,LOCUST ST,37, , ,2709,LOCUST,901206.8,1020167
20-033559,2020-07,07/29/2020 17:40,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7339,GRAVOIS AVE,88, ,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
20-033571,2020-07,07/29/2020 17:48,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4657,WILCOX AVE,5, , ,4657,WILCOX,884578.4,1001080
20-033563,2020-07,07/29/2020 17:50,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3652,S COMPTON AVE,19, , ,3652,COMPTON,895208.3,1003602
20-033562,2020-07,07/29/2020 17:53,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / CANAAN AVE,74, , , , ,897524.8,1051174
20-033698,2020-07,07/29/2020 18:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3307,UTAH ST,25, , ,3307,UTAH,894945.4,1006320
20-033882,2020-07,07/29/2020 18:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5819,MCARTHUR AVE,70, , ,5819,MCARTHUR,885579.6,1039555
20-033570,2020-07,07/29/2020 18:04,Y, , ,1, , 38112,2,ROBBERY CARJACKING /FIREARM USED/ATTEMPT,4608,TOWER GROVE PL,13, , ,4608,TOWER GROVE,886593.1,1011484
20-033561,2020-07,07/29/2020 18:13,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / REBER PL,81, , , , ,886337,1010223
20-033572,2020-07,07/29/2020 18:20,Y, , ,1, ,182260,4,DRUGS-POSSESSION/METHAMPHETAMINE,1436,DESTREHAN ST,65, , ,1435,MALLINCKRODT,906282.8,1029066
20-033569,2020-07,07/29/2020 18:27,Y, , ,1, ,263120,6,OBSTRUCT GOVRN OP-FALSE REPORT,3909,SAN FRANCISCO CT,69, , ,3909,SAN FRANCISCO,891666.3,1035593
20-033568,2020-07,07/29/2020 18:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1439,UNION BLVD,78, , ,1439,UNION,886026.8,1030876
20-033573,2020-07,07/29/2020 18:59,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,SOUTH GRAND @ MCDONALD,25, ,INTERSECTION,3949,LINDELL,0,0
20-033565,2020-07,07/29/2020 19:07,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2057,ANN AVE,23, , , , ,900998,1010745
20-033654,2020-07,07/29/2020 20:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,245,UNION BLVD,47, , ,245,UNION,884322.6,1024279
20-033713,2020-07,07/29/2020 20:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6106,S GRAND BLVD,1, , ,6106,GRAND,889678.3,994636.9
20-033689,2020-07,07/29/2020 20:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5849,SALOMA AVE,72, , ,5849,SALOMA,888999.9,1043381
20-033619,2020-07,07/29/2020 20:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",411,N 22ND ST,36, , ,411,22ND,902836.8,1019719
20-033625,2020-07,07/29/2020 21:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,938,LEBANON DR,34,LASALLE HOUSING COMPLEX, ,1000,LASALLE PARK,906283.3,1013705
20-033687,2020-07,07/29/2020 21:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5014,GRANBERRY WAY LN,52, , ,5014,GRANBERRY WAY,890309.4,1034029
20-033584,2020-07,07/29/2020 21:05,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3816,MINNESOTA AVE,16, , , , ,895713.3,1002550
20-033593,2020-07,07/29/2020 21:20,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5893,ROOSEVELT PL,50, ,STREET CORNER,5893,TERRY,883652.4,1036646
20-033917,2020-07,07/29/2020 21:40,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
20-033635,2020-07,07/29/2020 22:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,450,BELLERIVE BLVD,1, , ,450,BELLERIVE,892457.7,994002.9
20-033601,2020-07,07/29/2020 22:15,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,4000,S SPRING AVE,16, , ,4000,SPRING,892060.1,1002127
20-033595,2020-07,07/29/2020 22:26,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ASHLAND AVE / N NEWSTEAD AVE,56, , , , ,895053.3,1032063
20-033596,2020-07,07/29/2020 22:40,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4446,LABADIE AVE,56, , ,4446,LABADIE,894025,1031261
20-033597,2020-07,07/29/2020 22:50,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 44 WESTBOUND / S JEFFERSON A,32, , , , ,899895.3,1012452
20-033599,2020-07,07/29/2020 23:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5916,EMMA AVE,76, , ,5916,EMMA,890863.8,1045462
20-033599,2020-07,07/29/2020 23:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5916,EMMA AVE,76, , ,5916,EMMA,890863.8,1045462
20-033844,2020-07,07/29/2020 23:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 7TH ST / CHESTNUT ST,35, , , , ,908242.7,1017204
20-033600,2020-07,07/29/2020 23:05,Y, , ,1, , 63601,1,"LARCENY-SHOPLIFT $500 - $24,999",6900,GRAVOIS AVE,4, ,@QT - GRAVOIS / LOUGHBOROUGH,6900,GRAVOIS,881785.8,996419.9
20-033602,2020-07,07/29/2020 23:44,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,3625,TAFT AVE,16, , ,3625,TAFT,892192,999212
20-033648,2020-07,07/30/2020 00:05,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3630,KEOKUK ST,16, , ,3630,KEOKUK,892779.6,1002371
20-033666,2020-07,07/30/2020 02:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 11TH ST / MADISON ST,63, , , , ,908349,1024579
20-033630,2020-07,07/30/2020 02:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7416,PENNSYLVANIA AVE,2, , ,7416,PENNSYLVANIA,889574.6,988809.4
20-033604,2020-07,07/30/2020 02:41,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GLADYS AVE / GOODFELLOW BLVD,73, , , , ,890549.6,1049469
20-033610,2020-07,07/30/2020 02:50,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3804,N GRAND BLVD,67, , , , ,901372.8,1030000
20-033632,2020-07,07/30/2020 03:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3649,WISCONSIN AVE,18, , ,3649,WISCONSIN,899612.4,1002969
20-033606,2020-07,07/30/2020 03:12,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5005,MAFFITT AVE,52, ,@BISHOP HEALY,2727,KINGSHIGHWAY,889551.6,1033005
20-033609,2020-07,07/30/2020 03:26,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3171,S GRAND BLVD,15,THE VINE COMPANY,RESTAURANT,3171,GRAND,893648.5,1007553
